SORTED	LEFT	MATCH	RIGHT	ID
n't a #...# <,> but he catholic nerd 	And I it was n't his fault [.] It was just	he was	n't a #...# <,> but he Catholic nerd [.] He he just Tim is t...	ICE-IRL:S1A-043:A
n't a cheapy <,> 	...ng time looked as if he was going to be a nice horse <,> [.]	he was	n't a cheapy <,> [.] definitely not a cheapy <,>	ICE-HKG:S2A-008:54:1:B
n't a churchgoer 	... had a Church of Scotland background but uhm #,,#	he was	n't a churchgoer [.] And m my mother had a I think quite a r...	ICE-GBR:S1B-041:115:1:B
n't a coward. 	...so that they covered his mouth. [.] He was tolerated because	he was	n't a coward. [.] He was tough but not liked.	ICE-NZL:W2F-008:111:1
n't a gipsy #,,# 	That was one uncle that uh that was nothing to do [.]	He was	n't a gipsy #,,# [.] Nonsense	ICE-GBR:S1A-007:178:1:B
n't a just a master for nothing 	...ad a name for a teacher <,> we called him the Master [.] Now	he was	n't a just a master for nothing [.] He was a master because ...	ICE-IRL:S2A-045:A
n't a mild natured man. 	...d serious as far as his business was concerned. [.] Besides,	he was	n't a mild natured man. [.] He never boozed nor womanized.	ICE-IND:W2F-006:151:1
n't a new zealander</?> 	... probably er <{#><[#>lessens the effect [.] <?>because</[<#>	he was	n't a new zealander</?> [.] <[#>well he he was an accessory ...	ICE-NZL:S1B-035:244:1:B
n't a old <?> person</?> he was young and he was...	... back fresh memories <{#> <[#> and knowing that</[<#>	he was	n't a old <?> person</?> he was young and he was...	ICE-JAM:S1A-074:274:1:A
n't a poet really but he he wrote this line of poetry...	...> <,> </[<#> [.] Uh uh <,> it was uh a line of poetry but he	he was	n't a poet really but he he wrote this line of poetry...	ICE-HKG:S1A-031:X379:1:Z
n't a politician anymore and he did n't have to go to...	Because he went through a lot [.]	He was	n't a politician anymore and he did n't have to go to...	ICE-PHL:S1A-010:177:1:B
n't a socialist <{> <[> <,,> </[> nor was he...	He was n't a unionized working man [.]	He was	n't a socialist <{> <[> <,,> </[> nor was he...	ICE-CAN:S1B-006:225:2:A
n't a unionized working man 	...ymbol of the working man struggling against big business [.]	He was	n't a unionized working man [.] He was n't a socialist <{> <...	ICE-CAN:S1B-006:224:2:A
n't able completely to remove the heating effect so he...	So a a very distinct increase uh in the resistance [.] But	he was	n't able completely to remove the heating effect so he...	ICE-GBR:S2A-041:58:1:A
n't able to articulate the social concern of poverty 	... good things to do but they wo n't solve the problem [.] And	he was	n't able to articulate the social concern of poverty [.] Uhm...	ICE-HKG:S1B-032:54:1:A
n't able to get a standby flight and uhm #,,# it's...	And uh #,,# he said oh yes you know Uts is uhm [.] He w	he was	n't able to get a standby flight and uhm #,,# it's...	ICE-GBR:S1A-093:89:1:A
n't able to say what had been paid because of...	...k #,,# [.] Wh when after that six weeks Mr Lampitt said that	he was	n't able to say what had been paid because of...	ICE-GBR:S2A-070:84:1:A
n't accustomed to carrying loads and because the hill...	...felt the bag getting heavy. [.] At first it was just because	he was	n't accustomed to carrying loads and because the hill...	ICE-JAM:W2F-002:60:1
n't acting aggressively 	#...# what was happening but [.] yeah	he was	n't acting aggressively [.] he was holding them off <,,> #.....	ICE-NZL:S1B-069:125:1:P
n't actually 	Oh was he alright [.]	He was	n't actually [.] He was n't too good at all	ICE-IRL:S1A-079:B
n't actually in japan he was in <,> italy <{#> <[#>...	...Uhm I mean he fought in the war <{#> <[#> <,> </[<#> [.] Uhm	he was	n't actually in Japan he was in <,> Italy <{#> <[#>...	ICE-HKG:S1A-002:X367:1:Z
n't afraid to be known as a poet and intellectual 	...a conchie also meant that baxter was used to disapproval [.]	he was	n't afraid to be known as a poet and intellectual [.] wherea...	ICE-NZL:S2B-031:60:2:K
n't all that old 	... on a fishing expedition in in Ireland somewhere so	he was	n't all that old [.] How old was he	ICE-HKG:S1A-047:X85:1:Z
n't allowed to come into the building 	He is not on the building [.]	He was	n't allowed to come into the building [.] He is outside in f...	ICE-JAM:S1B-062:23:1:A
n't allowed to go to the pitch. 	...nch as well as his free milk and he was caught short. [.] So	he was	n't allowed to go to the pitch. [.] 'If it happens again I '...	ICE-IRL:W2F-011:A
n't alone in that 	... tyrant and he has a very personal horrible rule but	he was	n't alone in that [.] And if we are going to then seek out a...	ICE-GBR:S1B-036:23:1:C
n't anywhere near as " bad" as her father had been to...	...d been? [.] Now she was tempted to believe him; and she knew	he was	n't anywhere near as " bad" as her father had been to...	ICE-JAM:W2F-010:14:1
n't around 	Uh-huh [.] So we never really resented the fact that	he was	n't around [.] And when he was around it would always be fun...	ICE-PHL:S1A-010:205:1:B
n't around . 	... , I looked for Harry Frampton in the dining room but	he was	n't around . [.] Blake and Peter were .	ICE-GBR:W2B-004:67:1
n't as sharp early on as he thought pre race but still...	...swear stores [.] fletcher marathon winner graham mackie says	he was	n't as sharp early on as he thought pre race but still...	ICE-NZL:S2B-006:11:1:D
n't ashamed to greet her. 	... his football teammates or some other friends, as if	he was	n't ashamed to greet her. [.] And maybe that was all she nee...	ICE-PHL:W2F-018:69:1
n't at the front in ten minutes, so she went looking...	Do n't you follow me. [.]	He was	n't at the front in ten minutes, so she went looking...	ICE-CAN:W2F-002:124:1
n't aware of the time 	... needs to hurry up and he needs to launch it #..# but	he was	n't aware of the time [.] So that 's how we 'll end the firs...	ICE-PHL:S2A-010:86:1:A
n't aware that he had already discovered " america. " 	... Ptolemy. [.] He endeavored to reach the West Indies, though	he was	n't aware that he had already discovered " America. " [.] Hi...	ICE-PHL:W1A-015:25:1
n't aware that he had left the scene of the accident...	...hy he had left the scene of the accident previously [.] Well	he was	n't aware that he had left the scene of the accident...	ICE-IRL:S1B-065:A
n't aware that it was reported as a hit-and-run...	... <,> and obviously he 'd left and come back but	he was	n't aware that it was reported as a hit-and-run...	ICE-IRL:S1B-065:A
n't bad 	<[> #...# </[></{> [.]	he was	n't bad [.] <{><[>he was <?>music in his day</?></[>	ICE-NZL:S1B-025:9:1:M
n't being tough enough on the public finances in his...	... my uh leader <,> Deputy Ahern in ninety-four was that	he was	n't being tough enough on the public finances in his...	ICE-IRL:S1B-060:A
n't born here 	... at Vanier College and grew up in Montreal even though	he was	n't born here [.] So there are a lot of ah good developmenta...	ICE-CAN:S1B-024:144:5:B
n't breathing. 	... rolled the tractor, they could n't move it off him,	he was	n't breathing. [.] Sally remembers pulling the table cloth f...	ICE-NZL:W2F-013:49:1
n't comfortable with that angle because he would have...	... immediately behind the ball and you could feel that	he was	n't comfortable with that angle because he would have...	ICE-JAM:S2A-012:100:2:A
n't coming 	... get him going [.] He was calling <@> Mindy </@> to say that	he was	n't coming [.] Everybody had had a crack <}> <=> at him </=>...	ICE-CAN:S1A-067:168:1:B
n't coming to this court to tell any lies on him about...	... off [.] He said he saw the accused man there that night and	he was	n't coming to this court to tell any lies on him about...	ICE-JAM:S2A-061:29:1:A
n't crawling on his hands and knees to nearby woods,...	...become unbearable since his mind had been affected. [.] When	he was	n't crawling on his hands and knees to nearby woods,...	ICE-JAM:W2F-014:X51:1
n't denying that she was upset - no , her distress was...	...he knew , she always knew , exactly what she was doing . [.]	He was	n't denying that she was upset - no , her distress was...	ICE-GBR:W2F-016:133:1
n't doing research 	... Uh <,> the </[> </{> Serbian guy you were talking about [.]	He was	n't doing research [.] <{> <[> He was </[> <,> over here wit...	ICE-IRL:S1A-028:C
n't driving. 	... driver himself, he hated taking the back seat even if	he was	n't driving. [.] Ashok looked helplessly at Sheila.	ICE-IND:W2F-016:77:1
n't embarrassed by taking a bunch of flowers 	...hat 's what i <?>mean</?> #...# </[> [.] <[><?>but he</?> he	he was	n't embarrassed by taking a bunch of flowers [.] cos usually...	ICE-NZL:S1A-084:280:1:A
n't entirely comfortable in that atmosphere 	but er dylan er i mean he accepted the degree [.] but	he was	n't entirely comfortable in that atmosphere [.] i mean he ob...	ICE-NZL:S1B-042:143:1:J
n't entirely happy in this work 	...imes doing the wiring and installation work himself #,,# [.]	He was	n't entirely happy in this work [.] He really wanted to get ...	ICE-GBR:S2A-041:11:1:A
n't entirely sure 	... of #..# of er mister pavlich's testimony he stated	he was	n't entirely sure [.] it could have been two or three or fiv...	ICE-NZL:S1B-066:66:1:C
n't even born.' 	Spitfire pilot?' [.] 'No Dad,	he was	n't even born.' [.] 'No time to bale out, eh?	ICE-NZL:W2F-016:12:1
n't even just any catholic. 	She could n't ask that of Aubrey. [.]	He was	n't even just any Catholic. [.] Two of his uncles were pries...	ICE-JAM:W2F-004:130:1
n't even talking to zukiwsky 	...e headlock took the face rub and <,> he just skated away [.]	He was	n't even talking to Zukiwsky [.] He knew that he drew the pe...	ICE-CAN:S2A-005:215:1:B
n't ever going to become chief secretary <,> 	... with the Governor and it was made clear to him that	he was	n't ever going to become Chief Secretary <,> [.] So I 'll as...	ICE-HKG:S1B-043:X22:1:Z
n't feeling that sprightly when he walked in really...	would n't after <.>fri</.></?></[></{> [.]	he was	n't feeling that sprightly when he walked in really...	ICE-NZL:S1A-049:241:1:M
n't feeling too well," as her mother put it. 	... truck on such a stormy December night, especially when	he " was	n't feeling too well," as her mother put it. [.] Hannah knew...	ICE-CAN:W2F-001:39:1
n't feeling well and had gone back to the car 	...evening er jeff sandy [.] and i was just talking to them how	he was	n't feeling well and had gone back to the car [.] mm thank y...	ICE-NZL:S1B-064:162:2:A
n't filtered uh by an actual filter 	... I saw at the exhibition was that there was n't uhm	he was	n't filtered uh by an actual filter [.] But he was just pain...	ICE-GBR:S1A-015:91:1:A
n't fluent in maori but he 'd picked up enough to get...	Kepa frowned: what was this? [.]	He was	n't fluent in Maori but he 'd picked up enough to get...	ICE-NZL:W2F-005:11:1
n't focused during questioning 	... him his pill the day of his arrest [.] She says as a result	he was	n't focused during questioning [.] She says at one point a d...	ICE-CAN:S2B-012:87:3:C
n't getting along with the president<,> then so he...	Well that 's what he said [.] Uhm	he was	n't getting along with the president<,> then so he...	ICE-JAM:S1A-060:4:1:A
n't going get him tonight. 	... trees and brush. [.] He knew the punk was in there and that	he was	n't going get him tonight. [.] " Fuck," he said aloud.	ICE-USA:W2F-004:104:1
n't going to #,,# uh get them #,,# here and in the...	... clear I do n't think that this is disputed #,,# that	he was	n't going to #,,# uh get them #,,# here and in the...	ICE-GBR:S2A-063:71:1:A
n't going to do it this parliament or next 	... the Home Secretary has now ruled that out when he said	he was	n't going to do it this Parliament or next [.] Indeed I am	ICE-GBR:S1B-033:16:1:A
n't going to get there <,> 	... of uh that other horse he never really looked like	he was	n't going to get there <,> [.] may just improve a bit more o...	ICE-HKG:S2A-009:20:1:B
n't going to go to the wedding or was thinking not...	...think a thing </[> [.] <[> I guess and <,> </[> </{> he said	he was	n't going to go to the wedding or was thinking not...	ICE-CAN:S1A-067:164:1:A
n't going to listen to her sticking up for that mob. 	... Dean had rung, Clive really blew his top and declared	he was	n't going to listen to her sticking up for that mob. [.] So ...	ICE-NZL:W2F-014:405:1
n't going to reveal who his candidate was 	...e</.> he was fairly sure of getting onehunga as well [.] but	he was	n't going to reveal who his candidate was [.] well <,,> mm m...	ICE-NZL:S1A-027:101:1:L
n't going to stay more than about two years 	... of Ten Downing Street he was pretty determined that	he was	n't going to stay more than about two years [.] Everybody fo...	ICE-GBR:S1B-040:99:1:D
n't gonna give it to you what would you do<,>#..# 	...> [.] <}> <=> as a matter</=></}> of fact if he decided that	he was	n't gonna give it to you what would you do<,>#..# [.] <}> <=...	ICE-JAM:S2B-033:48:2:A
